CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U99999GJ1980PTC003793,SHAH KNITWEAR INDUSTRIES PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,500000.00,2000.00,1980-06-03,"GIDC,VAPI,Valsad,Gujarat,396195-India",Unlisted,Strike Off,gujarat,Indian,99999,"Community, personal and Social Services"
U51909GJ1993PTC019308,ANEWFLUX EXPORTS PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,3000000.00,243000.00,1993-04-19,"421 CENTRE POINT R C DUTT ROADALKAPURI,BARODA,Vadodara,Gujarat,390005-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U51909GJ1993PTC019950,NATVAR COTTON TRADING PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,300000.00,0.00,1993-08-05,"KHEDARESHVAR ROAD,SATTARWADAPORBANDAR075.,NA,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U99999GJ1982PTC005403,EXCON DEVELOPERS PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,10000000.00,1000000.00,1982-08-06,"EXCEL ESTATE, P.O. BOX NO. 18,,VALSAD,Valsad,Gujarat,396002-India",Unlisted,Inactive for e-filing,gujarat,Indian,99999,"Community, personal and Social Services"
U99999GJ1983PTC006034,RAJPURNENDU INVESTMENTS PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,20000.00,0.00,1983-03-19,"13, AMRAKUNJ SOCIETY,   NEAR ELLORA PARK, RACE COURSE,,VADODARA,Vadodara,Gujarat,390007-India",Unlisted,Strike Off,gujarat,Indian,99999,"Community, personal and Social Services"
U51909GJ1994PTC021788,FORTUNE ENTRADE PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,3000000.00,2666000.00,1994-04-12,"101 G I D C INDUSTRIAL AREAVATVA,AHMEDABAD,Ahmedabad,Gujarat,382445-India",Unlisted,Under process of striking off,gujarat,Indian,51909,Trading
U51909GJ1994PTC021977,KIRTAN MARKETING PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,500000.00,240200.00,1994-05-04,"F/1, Landmark Apartment, Nr. Sahjanand College   Panjara Pole, Ambawadi,Ahmedabad,Ahmedabad,Gujarat,380015-India",Unlisted,Active,gujarat,Indian,51909,Trading
U99999GJ1985PTC007699,BRIGHTSTAR CONNECTORS PVT LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,20000.00,20.00,1985-03-04,"A/11,AMIJYOT APARTMENTS,,AMBAWADI,AHMEDABAD,NA,Ahmedabad,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,99999,"Community, personal and Social Services"
U51909GJ1994PTC022654,CHAM LUKKUNG PRIVATE LIMITED,ROC Ahmedabad,Company limited by shares,Non-government company,Private,5000000.00,4900200.00,1994-08-01,"POST BOX NO 47 BOKHIRA,PORBANDAR,Junagadh,Gujarat,360575-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U51909GJ1994PTC022974,EMPIRE MARKETING PVT. LTD,ROC Ahmedabad,Company limited by shares,Non-government company,Private,1000000.00,2000.00,1994-09-08,"1,CHIRAG APT.,GULBHAI TEKRA   AHMEDABAD,NA,Ahmedabad,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,51909,Trading
U99999GJ1986PLC009072,J.D. LEASING LTD.,ROC Ahmedabad,Company limited by shares,Non-government company,Public,500000.00,700.00,1986-10-14,"1, SHEFALI CENTRE, PALDI,AHMEDABAD.,NA,Gujarat,000000-India",Unlisted,Strike Off,gujarat,Indian,99999,"Community, personal and Social Services"
