CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U01611MN2024PTC015056,RAMPAAR ORGANIC FARMER PRODUCER COMPANY LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1500000.00,10000.00,2024-04-25,"MONSANG NAGA BAPTIST CHURCHES ASSOCIATION MISSION CENTRE,JAPHOU KHORIIBUNG, CHANDEL DISTRICT,Chandel,chandel,Manipur,795127-India",Unlisted,Active,manipur,Indian,01611,Agriculture and Allied Activities
U36101MN1976SGC001677,MANIPUR HANDLOOM & HANDICRAFTS DEVELOPMENT CORPN LTD,ROC Shillong,Company limited by shares,State government company,Public,4000000.00,4000000.00,1976-10-16,"KEISHAMPAT,IMPHAL,Manipur,000000-India",Unlisted,Active,manipur,Indian,36101,Manufacturing (Others)
U63030MN2020PTC014200,FELLOW LOGISTIC PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,500000.00,20000.00,2020-11-25,"26 A, Hatta, Golapati, Mayai Leikai   Porompat, Auto Parking,Imphal,East Imphal,Manipur,795001-India",Unlisted,Strike Off,manipur,Indian,63030,"Transport, storage and Communications"
U11043MN2025PTC015218,KEBISANA AGRO PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2025-01-07,"C/o L. Hemanta Meitei,YPK Top,Yairipok,thoubal,Manipur,795149-India",Unlisted,Active,manipur,Indian,11043,Manufacturing (Food stuffs)
U67190MN2019PLC013993,SWANG DWANG NIDHI LIMITED,ROC Shillong,Company limited by shares,Non-government company,Public,1000000.00,700000.00,2019-12-18,"R/O Guigailong, Imphal   Municipal Council Imphal West,MANIPUR,West Imphal,Manipur,795004-India",Unlisted,Active,manipur,Indian,67190,Finance
U15134MN2022OPC014707,DEENIA THANGJAM AND SONS (OPC) PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,One Person Company,10000.00,10000.00,2022-11-25,"C/O THANGJAM DEEPAK SINGH, KEISHAMTHONG,   MOIRANG NINGTHOU, LEIRAK,,Imphal,West Imphal,Manipur,795004-India",Unlisted,Active,manipur,Indian,15134,Manufacturing (Food stuffs)
U15320MN2020OPC014012,MEITEIS INDUSTRY (OPC) PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,One Person Company,1000000.00,100000.00,2020-01-03,"C/o Huirem Meino Singh   Naharup Huirem Leikai, Thangbrijao,KONGBA BAZAR, IMPHAL EAST,East Imphal,Manipur,795008-India",Unlisted,Strike Off,manipur,Indian,15320,Manufacturing (Food stuffs)
U65929MN2016NPL008457,PANTHOIBI MICROFIN,ROC Shillong,Company limited by shares,Non-government company,Private,10000000.00,6900000.00,2016-02-18,"URIPOK, TOURANGBAM LEIKAI,   LAMPHEL,IMPHAL,East Imphal,Manipur,795001-India",Unlisted,Active,manipur,Indian,65929,Finance
U20237MN2024PTC015159,LOKTAK EMA HEALTHCARE PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,100000.00,10000.00,2024-09-05,"NTK W/NO.3, BISHNUPUR,COMMUNITY HALL,Bishnupur,bishnupur,Manipur,795011-India",Unlisted,Active,manipur,Indian,20237,"Manufacturing (Metals and Chemicals, and products thereof)"
U22219MN2021PTC014339,KANGLEI MEDIA PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,100000.00,100000.00,2021-06-30,"C/o Mr. Thiyam Dhiren Singh, H. No. 72   Yairipok, Tulihal, Shantidan Bazar,Imphal,East Imphal,Manipur,795149-India",Unlisted,Active,manipur,Indian,22219,"Manufacturing (Paper and Paper products, Publishing, printingand reproduction of recorded media)"
U47720MN2024PTC015019,AKEY AMOU MARKETING PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,100000.00,100000.00,2024-02-28,"C/O S.SARAT SINGH LILONG,SHANTIPUR AWANG LEIKAI,Kyamgei,imphal east,Manipur,795003-India",Unlisted,Active,manipur,Indian,47720,Trading
U47912MN2025PTC015309,YAIBROTHERS DIGITAL HUB PRIVATE LIMITED,ROC Shillong,Company limited by shares,Non-government company,Private,100000.00,10000.00,2025-04-25,"C/O TH Premananda Singh,CHANGANGEI UCHEKON,Tulihal,imphal west,Manipur,795140-India",Unlisted,Active,manipur,Indian,47912,Trading
