CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U72900JK2022OPC013875,VERTEXALGO TECHNOLOGIES (OPC) PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,One Person Company,1500000.00,50000.00,2022-09-30,"25 TAWHEED ABAD   BEMINA,SRINAGAR,Srinagar,Jammu & Kashmir,190018-India",Unlisted,Active,jammu & kashmir,Indian,72900,Business Services
U72900JK2022PTC013124,IWTECH SATELLITE PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,100000.00,50000.00,2022-01-31,"C/o Bashir Ahmad Magray, Iqbal Park,Srinagar,Srinagar,Jammu & Kashmir,190015-India",Unlisted,Active,jammu & kashmir,Indian,72900,Business Services
U72900JK2022PTC013234,YOIM MULTIVENTURES PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1500000.00,1500000.00,2022-03-15,"RAMBAGH BALLA   NATIPORA NEAR PUNJAB NATIONAL BANK,SRINAGAR,Srinagar,Jammu & Kashmir,190015-India",Unlisted,Active,jammu & kashmir,Indian,72900,Business Services
U72900JK2022PTC013394,WHIZZYBASE TECHNOLOGIES PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,50000.00,50000.00,2022-05-02,"Near Gp Fund Office, Tondwah West,Doda,Doda,Jammu & Kashmir,182202-India",Unlisted,Active,jammu & kashmir,Indian,72900,Business Services
U72900JK2022PTC013738,WISELINE TECHNOLOGY PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-08-24,"ZAFFRON COLONY   NEAR INDIAN OIL DEPOT,SRINAGAR,Srinagar,Jammu & Kashmir,191101-India",Unlisted,Active,jammu & kashmir,Indian,72900,Business Services
U23200JK2022PTC013479,AMRITVEER SHARMA PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-05-30,"74 B/D,   Gandhi Nagar,,Jammu,Jammu,Jammu & Kashmir,180004-India",Unlisted,Active,jammu & kashmir,Indian,23200,"Manufacturing (Metals and Chemicals, and products thereof)"
U23912JK2024PTC015886,AIN KASHMIR CONTRACTING PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1000000.00,500000.00,2024-04-10,"HNo.1, Lane No.11 Botshah,Mohalla, Lal Bazar,Srinagar,Srinagar,Jammu & Kashmir,190023-India",Unlisted,Active,jammu & kashmir,Indian,23912,"Manufacturing (Metals and Chemicals, and products thereof)"
U23921JK2024PTC016533,GREENMEND SOLUTIONS PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2024-10-03,"67 WUYAN PAMPORE,JAMIA MASJID PULWAMA,Wuyan,Srinagar,Jammu & Kashmir,191102-India",Unlisted,Active,jammu & kashmir,Indian,23921,"Manufacturing (Metals and Chemicals, and products thereof)"
U24100JK2020PTC011872,GREENCORP PHARMACEUTICALS PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,100000.00,100000.00,2020-11-09,"13/A, LAXMI NAGAR MUTHI J&K,MUTHI,Jammu,Jammu & Kashmir,180001-India",Unlisted,Active,jammu & kashmir,Indian,24100,"Manufacturing (Metals and Chemicals, and products thereof)"
U24100JK2022PTC013425,ZYTRAS PHARMACEUTICALS PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-05-13,"88, 2nd Floor, Cassette, Chand Nagar,JAMMU,Jammu,Jammu & Kashmir,180001-India",Unlisted,Active,jammu & kashmir,Indian,24100,"Manufacturing (Metals and Chemicals, and products thereof)"
U51909JK2012PTC003555,LEI FOG 1989 FASHION RETAIL PRIVATE LIMITED,ROC Jammu,Company limited by shares,Non-government company,Private,1500000.00,1500000.00,2012-05-15,"NOWPORA   SHOPIAN,SHOPIAN,Pulwama,Jammu & Kashmir,192303-India",Unlisted,Strike Off,jammu & kashmir,Indian,51909,Trading
